"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
950,CE G525,WATER RESOUR PLAN & MANA,-,-,4,L1N,AJIT PRATAP SINGH,,M W F  4,,27/12 AN
"",,,,,,,Ankit Kumar(RS),,,,
278,CE G527,CONSTRUCTION MANAGEMENT,-,-,4,L1N,MUTHUKUMAR G,,M W F  8,,24/12 AN
304,CE G534,PAVEMENT MATERIAL CHARAC,-,-,4,L1N,SARAH ABRAHAM,,T Th  5  F  10,,23/12 AN
931,CE G545,AIRPORT PLANNING & DES,-,-,4,L1N,MUTHUKUMAR G,5101,T W Th  7,,22/12 AN
"",,,,,,L2,Muthukumar G,,T Th  4  W  10,,27/12 AN
2024,CE G547,PAV FAIL EVAL & REHABIL,-,-,4,L1,VIJAY KAKADE,1204,M W F  4,,27/12 AN
880,CE G551,DYNAMICS OF STRUCTURES,-,-,4,L1N,MD RUSHDIE IBNE ISLAM,,M W F  4,,27/12 AN
"",,,,,,,Subhasis Pradhan,,,,
526,CE G552,ADV STR MECH & STABILITY,-,-,4,L1N,RAJESH KUMAR,,T Th  5  F  10,,23/12 AN
2337,CE G565,TRANSPORTATION PLANNING,-,-,4,L1N,DURGESH VIKRAM,,M W F  4,,27/12 AN
2339,CE G567,HIGHWAY DESIGN,-,-,4,L1N,VIJAY KAKADE,,M W F  9,,24/12 AN
2340,CE G568,TRAFFIC SYSTEMS ANALYSIS,-,-,4,L1N,DURGESH VIKRAM,,T Th  4  W  10,,28/12 AN
2341,CE G569,TRANSPORTATION ECONOMICS,-,-,4,L1,VIJAY KAKADE,5103,T Th S  2,,21/12 FN
2346,CE G574,PAVEMENT MAINTENANCE,-,-,4,L1,SARAH ABRAHAM,1204,M W F  8,,24/12 AN
345,CE G612,ADVANCED STEEL STRUCTURE,-,-,4,L1,SHAMSHER BAHADUR SINGH,6155,M W F  2,,22/12 AN
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
613,CE G614,PRESTRESS CONCRETE STRUC,-,-,4,L1,MANOJ KUMAR,1232,T Th  4  W  10,,17/12 AN
346,CE G616,BRIDGE ENGINEERING,-,-,4,L1,MANOJ KUMAR,1204,M W F  3,,23/12 AN
343,CE G617,ADVANCE STRUC ANALYSIS,-,-,4,L1N,SHAMSHER BAHADUR SINGH,1232,M  10  T Th  3,,28/12 AN
326,CE G619,FINITE ELEMENT ANALYSIS,-,-,5,L1N,SHUVENDU NARAYAN PATEL,,M W F  5,,20/12 AN
2119,CE G632,DES OF FOUN FOR DYN LOAD,-,-,4,L1,RAVI KANT MITTAL,1203,M  10  T Th  3,,28/12 AN
1069,CHE F211,CHEMICAL PROCESS CALCULA,-,-,3,L1,BANASRI ROY,1234,M  10  T Th  3,,28/12 FN
"",,Tutorial,,,,T1,Srinivas Appari,6155,W  1,,
"",,,,,,T2,Dharmesh Mishra(RS),1233,W  1,,
1072,CHE F212,FLUID MECHANICS,-,-,3,L1,SHETH PRATIK NITINCHANDRA,1234,M W F  3,,22/12 FN
"",,Tutorial,,,,T1,Sarbani Ghosh,6164,Th  1,,
"",,,,,,T2,Bhavya Tripathi(RS),6159,Th  1,,
1071,CHE F213,CHEM ENGG THERMODYNAMICS,-,-,3,L1,AJAYA KUMAR PANI,1234,T Th  4  W  10,,17/12 FN
"",,Tutorial,,,,T1,Ajaya Kumar Pani,6155,F  1,,
"",,,,,,T2,"Tanvidkar Priya ShreedattaShraddha(RS)",6159,F  1,,
1070,CHE F214,ENGINEERING CHEMISTRY,-,-,3,L1,PRADIPTA CHATTOPADHYAY,1234,M W F  9,,13/12 FN
"",,Tutorial,,,,T1,Anil Kumar Seriyala(RS),6155,M  1,,
"",,,,,,T2,Ipsita Priyadarshini(RS),6159,M  1,,
1653,CHE F266,STUDY PROJECT,-,-,3,L1,BANASRI ROY,,,,
1184,CHE F311,KINETICS & REACTOR DESIG,-,-,3,L1,SRINIVAS APPARI,1223,M W F  5,,15/12 FN
"",,Tutorial,,,,T1,Srinivas Appari,1202,Th  2,,
"",,,,,,T2,Hare Krishna Mohanta,1226,Th  2,,
1185,CHE F312,CHEMICAL ENGG LAB I,-,-,3,P1,PRADIPTA CHATTOPADHYAY,,T Th  7 8,,
"",,,,,,P2,Sarbani Ghosh,,T Th  7 8,,
1186,CHE F313,SEPARATION PROCESSES II,-,-,3,L1,"BHANU VARDHAN REDDYKUNCHARAM",1227,M W F  8,,24/12 FN
"",,Tutorial,,,,T1,Bhanu Vardhan Reddy Kuncharam,1226,T  2,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,T2,Jonnalagedda Aditya(RS),1231,T  2,,
1187,CHE F314,PROCESS DES PRINCIPLES I,-,-,3,L1,SURESH GUPTA,1223,M W F  4,,27/12 FN
"",,Tutorial,,,,T1,Abhishek Anand(RS),6105,Th  9,,
"",,,,,,T2,Anil Kumar K(RS),,Th  9,,
"",,,,,,T3,Anil Kumar K(RS),6109,Th  9,,
1190,CHE F343,PROCESS DES PRINCIPLE II,-,-,3,L1,PRADIPTA CHATTOPADHYAY,6108,M W F  3,,22/12 FN
1668,CHE F366,LABORATORY PROJECT,-,-,3,L1,BANASRI ROY,,,,
1738,CHE F367,LABORATORY PROJECT,-,-,3,L1,BANASRI ROY,,,,
1687,CHE F376,DESIGN PROJECT,-,-,3,L1,BANASRI ROY,,,,
1754,CHE F377,DESIGN PROJECT,-,-,3,L1,BANASRI ROY,,,,
1206,CHE F411,ENVIR POLLUTION CONTROL,-,-,3,L1,ETIKA KRISHNA CHAITANYA,1226,M W F  9,,13/12 FN
1201,CHE F414,TRANSPORT PHENOMENA,-,-,3,L1,SOMAK CHATTERJEE,1204,M  10  T Th  3,,28/12 FN
1205,CHE F421,BIOCHEMICAL ENGINEERING,-,-,3,L1,SMITA RAGHUVANSHI,,T Th  4  W  10,,17/12 FN
2178,CHE F422,PETROLEUM  REFINING TECHNOLOGY,-,-,3,L1,PRIYA CHRISTINA SANDE,1203,M W F  2,,20/12 FN
2305,CHE F423,MEMBRANE SCIENCE & ENGINEERING,-,-,3,L1,SOMAK CHATTERJEE,6161,M W F  7,,23/12 FN
1209,CHE F491,SPECIAL PROJECTS,-,-,3,L1,BANASRI ROY,,,,
279,CHE G513,ENVIR MANAGEMENT SYSTEMS,-,-,5,L1N,SMITA RAGHUVANSHI,6102,M W F  3,,22/12 AN
2002,CHE G523,MATH METHODS IN CHEM ENG,-,-,5,L1N,SHETH PRATIK NITINCHANDRA,,T Th  5  F  10,,20/12 AN
2152,CHE G558,CHEM PROC OPTIMIZATION,-,-,4,L1N,HARE KRISHNA MOHANTA,,M W F  3,,24/12 AN
2032,CHE G622,ADV CHEMICAL ENGG THERMO,-,-,5,L1N,ARVIND KUMAR SHARMA,,M  10  T Th  3,,28/12 AN
1006,CHEM F110,CHEMISTRY LABORATORY,-,-,1,P1B,Bibhas Ranjan Sarkar,,M  4 5,,
"",,,,,,,Prakriti Saraf(RS),,,,
"",,,,,,P2N,Amrita Chakraborty,,T  7 8,,
"",,,,,,,Prachi Sharma(RS),,,,
"",,,,,,,Manisha(RS),,,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,P3N,Tanmay Banerjee,,T  7 8,,
"",,,,,,,Raichure Pramod Chandrakant(RS),,,,
"",,,,,,,Sakshi(RS),,,,
"",,,,,,P4N,Bharat Kaushik(RS),,T  7 8,,
"",,,,,,,Sumit Kumar Agrawal(RS),,,,
"",,,,,,,Pragya(RS),,,,
"",,,,,,,Sushma Naharwal(RS),,,,
"",,,,,,P5N,Atul Jankiram Dolas(RS),,T  7 8,,
"",,,,,,,Nagare Yadav Kacharu(RS),,,,
"",,,,,,,Shivani Bharatkumar Thakkar(RS),,,,
"",,,,,,P6N,Divya Rathore(RS),,T  7 8,,
"",,,,,,,Neha Meena(RS),,,,
"",,,,,,,Annu(RS),,,,
"",,,,,,,Imtiyaz Ahmad Shah(RS),,,,
"",,,,,,P7N,PRASHANT UDAY MANOHAR,,T  7 8,,
"",,,,,,,Bhawani(RS),,,,
"",,,,,,,Narshimha(RS),,,,
"",,,,,,P8N,Madhushree Sarkar,,T  7 8,,
"",,,,,,,Ajeet Singh(RS),,,,
"",,,,,,,Nisha Gangwar(RS),,,,
"",,,,,,P9N,Partha Sarathi Addy,,T  7 8,,
"",,,,,,,Sonika(RS),,,,
"",,,,,,,"Prabhu Karishma GopalakrishnaSuprabha(RS)",,,,
"",,,,,,,Nandini Roy(RS),,,,
"",,,,,,P10N,Taur Prakash Pandurang(RS),,T  9 10,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,,Nisha Gangwar(RS),,,,
"",,,,,,,Sonika(RS),,,,
"",,,,,,P11N,Divya Rathore(RS),,T  9 10,,
"",,,,,,,"Prabhu Karishma GopalakrishnaSuprabha(RS)",,,,
"",,,,,,,Soumana Joarder(RS),,,,
"",,,,,,,Narshimha(RS),,,,
"",,,,,,P12N,Mamta(RS),,T  9 10,,
"",,,,,,,Prakriti Saraf(RS),,,,
"",,,,,,,Nandini Roy(RS),,,,
"",,,,,,,Prachi Sharma(RS),,,,
"",,,,,,P13N,Pragya(RS),,T  9 10,,
"",,,,,,,Bhawani(RS),,,,
"",,,,,,,Anuvasita Parikh(RS),,,,
"",,,,,,P14N,Neha Meena(RS),,T  9 10,,
"",,,,,,,Nagare Yadav Kacharu(RS),,,,
"",,,,,,,Sushma Naharwal(RS),,,,
"",,,,,,P15N,Prashant Uday Manohar,,T  9 10,,
"",,,,,,,Manisha(RS),,,,
"",,,,,,,Aarzoo(RS),,,,
"",,,,,,P16N,Bharti Khungar,,T  9 10,,
"",,,,,,,Ajeet Singh(RS),,,,
"",,,,,,,Imtiyaz Ahmad Shah(RS),,,,
"",,,,,,P17N,Mrinmoyee Basu,,T  9 10,,
"",,,,,,,Bharat Kaushik(RS),,,,
"",,,,,,,Prakash Navnath Swami(RS),,,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,P18N,Tanmay Banerjee,,Th  9 10,,
"",,,,,,,Soumana Joarder(RS),,,,
"",,,,,,,Aarzoo(RS),,,,
"",,,,,,P19N,Mamta(RS),,Th  9 10,,
"",,,,,,,Ajeet Singh(RS),,,,
"",,,,,,,Shivani Bharatkumar Thakkar(RS),,,,
"",,,,,,P20N,Taur Prakash Pandurang(RS),,Th  9 10,,
"",,,,,,,Raichure Pramod Chandrakant(RS),,,,
"",,,,,,,Anuvasita Parikh(RS),,,,
"",,,,,,,Ajeet Singh(RS),,,,
"",,,,,,P21N,Dalip Kumar,,Th  9 10,,
"",,,,,,,Prakash Navnath Swami(RS),,,,
"",,,,,,,Sakshi(RS),,,,
"",,,,,,P22N,Bharti Khungar,,Th  9 10,,
"",,,,,,,Sumit Kumar Agrawal(RS),,,,
"",,,,,,,Atul Jankiram Dolas(RS),,,,
"",,,,,,P23N,Indresh Kumar,,Th  9 10,,
"",,,,,,,Neha Meena(RS),,,,
"",,,,,,,Annu(RS),,,,
1007,CHEM F111,GENERAL CHEMISTRY,-,-,3,L1N,AJAY KUMAR SAH,,M W F  2,,21/01 AN
"",,,,,,,Rajeev Sakhuja,,,,
"",,,,,,,Paritosh Shukla,,,,
"",,,,,,L2N,Ajay Kumar Sah,,M W F  9,,21/01 AN
"",,,,,,,Rajeev Sakhuja,,,,
"",,,,,,,Paritosh Shukla,,,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,Tutorial,,,,T1N,Madhushree Sarkar,,F  4,,
"",,,,,,T2N,Surojit Pande,,F  4,,
"",,,,,,T3N,Tanmay Banerjee,,M  4,,
"",,,,,,T4N,Dalip Kumar,,M  4,,
"",,,,,,T5N,Madhushree Sarkar,,M  4,,
"",,,,,,T6N,Partha Sarathi Addy,,M  4,,
"",,,,,,T7N,Ajay Kumar Sah,,Th  7,,
"",,,,,,T8N,Paritosh Shukla,,Th  7,,
"",,,,,,T9N,Dalip Kumar,,W  4,,
"",,,,,,T10N,Anil Kumar,,W  4,,
1116,CHEM F211,PHYSICAL CHEMISTRY I,-,-,3,L1,PRASHANT UDAY MANOHAR,6151,M W F  3,,22/12 FN
"",,Tutorial,,,,T1,Prashant Uday Manohar,6151,Th  9,,
1117,CHEM F212,ORGANIC CHEMISTRY I,-,-,3,L1,RAJEEV SAKHUJA,6151,M  10  T Th  3,,28/12 FN
"",,Tutorial,,,,T1,Rajeev Sakhuja,6151,W  1,,
1118,CHEM F213,PHYSICAL CHEMISTRY II,-,-,3,L1,SHAMIK CHAKRABARTI,6151,M W F  2,,20/12 FN
"",,Tutorial,,,,T1,Shamik Chakrabarti,6151,Th  1,,
1119,CHEM F214,INORGANIC CHEMISTRY I,-,-,3,L1,SAUMI RAY,6151,M W F  9,,13/12 FN
"",,Tutorial,,,,T1,Saumi Ray,6151,M  1,,
1654,CHEM F266,STUDY PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
1559,CHEM F311,ORGANIC CHEMISTRY III,-,-,3,L1,INDRESH KUMAR,6151,T Th  5  F  10,,18/12 FN
"",,Tutorial,,,,T1,Indresh Kumar,6151,T  2,,
1560,CHEM F312,PHYSICAL CHEMISTRY IV,-,-,3,L1,S C SIVASUBRAMANIAN,6151,M W F  8,,24/12 FN
"",,Tutorial,,,,T1,S C Sivasubramanian,6151,T  1,,
1558,CHEM F313,INSTRU METHODS OF ANAL,-,-,4,L1,INAMUR RAHAMAN LASKAR,6151,M W F  4,,27/12 FN
"",,Tutorial,,,,T1,Inamur Rahaman Laskar,6151,Th  2,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,Practical,,,,P1,Inamur Rahaman Laskar,,T  7 8,,
"",,,,,,,Saumi Ray,,,,
"",,,,,,,Ram Kinkar Roy,,,,
"",,,,,,,Surojit Pande,,,,
"",,,,,,,Priyanka Kumari Prasad,,,,
"",,,,,,,Vishakha(RS),,,,
"",,,,,,,Gurpreet Kaur(RS),,,,
"",,,,,,,Aishwarya Ramesh(RS),,,,
"",,,,,,,Nidhi(RS),,,,
"",,,,,,,Narendra Dinkar Kharat(RS),,,,
"",,,,,,,Dhritabrata Pal(RS),,,,
"",,,,,,,Mamta Devi Sharma(RS),,,,
1570,CHEM F323,BIOPHYSICAL CHEMISTRY,-,-,3,L1,BHARTI KHUNGAR,,M W F  9,,13/12 FN
1577,CHEM F327,ELECTROCHEM FUNDA & APPL,-,-,3,L1,MRINMOYEE BASU,6104,M W F  3,,22/12 FN
1583,CHEM F333,CHEMISTRY OF MATERIALS,-,-,3,L1,MADHUSHREE SARKAR,1231,M W F  7,,23/12 FN
1585,CHEM F335,ORGANIC CHEM & DRUG DES,-,-,3,L1,PARITOSH SHUKLA,6108,M  10  T Th  3,,28/12 FN
1587,CHEM F337,GREEN CHEM & CATALYSIS,-,-,3,L1,BIBHAS RANJAN SARKAR,1231,T Th  4  W  10,,17/12 FN
1669,CHEM F366,LABORATORY PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
1739,CHEM F367,LABORATORY PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
1688,CHEM F376,DESIGN PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
1755,CHEM F377,DESIGN PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
1574,CHEM F422,STATISTICAL THERMODYNAM,-,-,3,L1,S C SIVASUBRAMANIAN,1219,M W F  2,,20/12 FN
1713,CHEM F491,SPECIAL PROJECT,-,-,3,L1,RAM KINKAR ROY,,,,
736,CHEM G551,ADV ORGANIC CHEMISTRY,-,-,5,L1,ANIL KUMAR,6156,M W F  3,,22/12 AN
937,CHEM G553,ADV PHYSICAL CHEMISTRY,-,-,5,L1,RAM KINKAR ROY,1232,M W F  9,,11/12 FN
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
1008,CS F111,COMPUTER PROGRAMMING,-,-,4,L1B,AMITESH SINGH RAJPUT,6151,T Th S  6,,23/12 AN
"",,,,,,L2N,Jagat Sesh Challa,,M W F  2,,31/01 AN
"",,,,,,,L Rajya Lakshmi,,,,
"",,,,,,L3N,Amitesh Singh Rajput,,M W F  9,,31/01 AN
"",,,,,,,Pratik Narang,,,,
"",,Practical,,,,P1B,Sakshi(RS),,Th  10 11,,
"",,,,,,P2N,Nitish Yadav(RS),,T  1 2,,
"",,,,,,P3N,Pediredla Praveen Kumar(RS),,T  1 2,,
"",,,,,,P4N,Ankit Soni(RS),,T  1 2,,
"",,,,,,P5N,Abhishek Vyas(RS),,T  1 2,,
"",,,,,,P6N,Neha Choudhary(RS),,T  1 2,,
"",,,,,,P7N,Vijay Kumari(RS),,T  1 2,,
"",,,,,,P8N,Vijay Kumari(RS),,Th  1 2,,
"",,,,,,P9N,Nitish Yadav(RS),,Th  1 2,,
"",,,,,,P10N,Pediredla Praveen Kumar(RS),,Th  1 2,,
"",,,,,,P11N,Ankit Soni(RS),,Th  1 2,,
"",,,,,,P12N,Abhishek Vyas(RS),,Th  1 2,,
"",,,,,,P13N,Neha Choudhary(RS),,Th  1 2,,
1092,CS F213,OBJECT ORIENTED PROG,-,-,4,L1,AMIT DUA,5102,M  10  T Th  3,,28/12 FN
"",,,,,,,Amitesh Singh Rajput,,,,
"",,Practical,,,,P1,Ashish Verma(RS),,Th  7 8,,
"",,,,,,P2,Ashish Verma(RS),,T  10 11,,
"",,,,,,P3,Geetika(RS),,T  10 11,,
"",,,,,,P4,Geetika(RS),,Th  7 8,,
"",,,,,,P5,Shail Saharan(RS),,Th  10 11,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,P6,Shail Saharan(RS),,Th  7 8,,
1090,CS F214,LOGIC IN COMPUTER SC,-,-,3,L1,JAGAT SESH CHALLA,5102,M W F  9,,13/12 FN
"",,,,,,,Rajesh Kumar,,,,
"",,Tutorial,,,,T1,Jagat Sesh Challa,5102,Th  1,,
"",,,,,,T2,Oshin Rawlley(RS),,Th  1,,
"",,,,,,T3,Oshin Rawlley(RS),1234,Th  1,,
"",,,,,,T4,Ravi Kant(RS),,Th  1,,
"",,,,,,T5,Ravi Kant(RS),1233,Th  1,,
1093,CS F215,DIGITAL DESIGN,-,-,4,L1,PAWAN KAMALKISHOR AJMERA,5102,M W F  3,,22/12 FN
"",,,,,,L2,Sai Sesha Chalapathi Gattupalli,5105,M W F  3,,22/12 FN
"",,Tutorial,,,,T1,Aditya Raw Gautam,5102,M  1,,
"",,,,,,T2,Devesh Samaiya,5105,M  1,,
"",,,,,,T3,Pawan Kamalkishor Ajmera,1233,M  1,,
"",,,,,,T4,Nitin Chaturvedi,6101,M  1,,
"",,,,,,T5,Shishir Maheshwari,6102,M  1,,
"",,,,,,T6,Sandeep Joshi,1234,M  1,,
"",,,,,,T7,Ankush Chandrakant Jahagirdar,1202,M  1,,
"",,,,,,T8,Arnab Hazra,1204,M  1,,
"",,Practical,,,,P1,Sambhavi Shukla(RS),,T  10 11,,
"",,,,,,,Radha Bhardwaj(RS),,,,
"",,,,,,P2,Arushi(RS),,T  10 11,,
"",,,,,,,Poonam Poonia(RS),,,,
"",,,,,,P3,Punit Khatri(RS),,T  10 11,,
"",,,,,,,Sayyida Beegam K(RS),,,,
"",,,,,,P4,Buddhi Prakash Sharma(RS),,T  10 11,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,,Bhupender Kaushal(RS),,,,
"",,,,,,P5,Arushi(RS),,Th  7 8,,
"",,,,,,,Ankita Dixit(RS),,,,
"",,,,,,P6,Sambhavi Shukla(RS),,Th  7 8,,
"",,,,,,,Radha Bhardwaj(RS),,,,
"",,,,,,P7,Punit Khatri(RS),,Th  7 8,,
"",,,,,,,To Be Announced By Eee Dept,,,,
1091,CS F222,DISCR STRUC FOR COMP SCI,-,-,3,L1,ASHUTOSH BHATIA,5102,T Th  4  W  10,,17/12 FN
"",,,,,,,Sundaresan Raman,,,,
"",,Tutorial,,,,T1,Ashutosh Bhatia,5102,F  1,,
"",,,,,,T2,Sundaresan Raman,6101,F  1,,
"",,,,,,T3,Jaya Pathak(RS),1234,F  1,,
"",,,,,,T4,Jaya Pathak(RS),,F  1,,
"",,,,,,T5,Ankit Agrawal(RS),1233,F  1,,
"",,,,,,T6,Ankit Agrawal(RS),,F  1,,
1655,CS F266,STUDY PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
1316,CS F301,PRINCIPLES OF PROGG LANG,-,-,2,L1,VANDANA AGARWAL,5105,M W  8,,24/12 FN
"",,,,,,,Amit Dua,,,,
"",,Tutorial,,,,T1,Amit Dua,5105,F  8,,
"",,,,,,T2,Vandana Agarwal,1231,F  8,,
"",,,,,,T3,Syed Sameen Ahmad Rizvi(RS),1226,F  8,,
"",,,,,,T4,Syed Sameen Ahmad Rizvi(RS),,F  8,,
2266,CS F320,FOUNDATIONS OF DATA SCIENCE,-,-,3,L1,NAVNEET GOYAL,1226,M W F  2,,20/12 FN
"",,,,,,L2M,Navneet Goyal,,M W F  2,,20/12 FN
"",,Practical,,,,P1,Ayushi Gaur(RS),,Th  7 8,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
"",,,,,,P2,Ayushi Gaur(RS),,T  10 11,,
1317,CS F342,COMPUTER ARCHITECTURE,-,-,4,L1,SUDEEPT MOHAN,5105,M W F  4,,27/12 FN
"",,,,,,L2,Janardan Prasad Misra,5106,M W F  4,,27/12 FN
"",,Practical,,,,P1,J. Jennifer Ranjani,,T  10 11,,
"",,,,,,P2,Karri Babu Ravi Teja,,T  10 11,,
"",,,,,,P3,Upendra Singh(RS),,T  10 11,,
"",,,,,,P4,J. Jennifer Ranjani,,T  7 8,,
"",,,,,,P5,Karri Babu Ravi Teja,,T  7 8,,
"",,,,,,P6,Upendra Singh(RS),,T  7 8,,
1314,CS F351,THEORY OF COMPUTATION,-,-,3,L1,VISHAL GUPTA,5102,M W F  5,,15/12 FN
"",,,,,,,Shashank Gupta,,,,
"",,Tutorial,,,,T1,Vinti Agarwal,1227,Th  9,,
"",,,,,,T2,Vinti Agarwal,,Th  9,,
"",,,,,,T3,Ati Garg(RS),1201,Th  9,,
"",,,,,,T4,Ati Garg(RS),,Th  9,,
"",,,,,,T5,Shashank Gupta,1231,Th  9,,
1670,CS F366,LABORATORY PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
1740,CS F367,LABORATORY PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
1315,CS F372,OPERATING SYSTEMS,-,-,3,L1,JANARDAN PRASAD MISRA,5105,T Th  5  F  10,,18/12 FN
"",,Tutorial,,,,T1,Rubal Sagwal(RS),1223,T  2,,
"",,,,,,T2,"Adapa Dharmateja KaliprasadHemasri(RS)",1201,T  2,,
"",,,,,,T3,"Adapa Dharmateja KaliprasadHemasri(RS)",,T  2,,
"",,,,,,T4,Yemineni Ashok(RS),1227,T  2,,
"",,,,,,T5,Yemineni Ashok(RS),,T  2,,
1689,CS F376,DESIGN PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
"COMCOD",COURSE NO.,COURSE TITLE,CREDIT,SEC,INSTRUCTOR-IN-CHARGE / Instructor,ROOM,DAYS & HOURS,"COMMONHOUR","COMPREDATE &SESSION",,
"",,,L,P,U,,,,,,
1756,CS F377,DESIGN PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
1333,CS F407,ARTIFICIAL INTELLIGENCE,-,-,3,L1,VISHAL GUPTA,1201,T Th  4  W  10,,17/12 FN
"",,,,,,L2M,Vishal Gupta,,T Th  4  W  10,,17/12 FN
1322,CS F415,DATA MINING,-,-,3,L1N,POONAM GOYAL,,T Th  5  F  10,,22/12 AN
"",,Practical,,,,P1N,Arshveer Kaur(RS),,T  7 8,,
"",,,,,,P2N,Arshveer Kaur(RS),,T  7 8,,
2440,CS F425,DEEP LEARNING,-,-,3,L1,KAMLESH TIWARI,6152,M W F  2,,20/12 FN
"",,,,,,,Yashvardhan Sharma,,,,
2441,CS F426,GRAPH MINING,-,-,4,L1,VINTI AGARWAL,6104,M  10  T Th  3,,11/12 FN
"",,Practical,,,,P1,Aditya Sharma(RS),,Th  7 8,,
2432,CS F451,COMBINATORIAL MATHEMATICS,-,-,3,L1,KRISHNENDRA SHEKHAWAT,5106,M W F  2,,20/12 FN
1714,CS F491,SPECIAL PROJECT,-,-,3,L1,SUDEEPT MOHAN,,,,
2450,CS G518,INTERNET OF THINGS: DESIGN AND,-,-,4,L1,ASHUTOSH BHATIA,6102,M W F  7,,23/12 AN
"",,Practical,,,,P1,Shreeram Hudda(RS),,T  10 11,,
2451,CS G519,SOCIAL MEDIA ANALYTICS,-,-,4,L1,POONAM GOYAL,1233,M W F  8,,24/12 AN
2004,CS G525,ADV COMPUTER NETWORKS,-,-,5,L1N,VIRENDRA SINGH SHEKHAWAT,,M W F  3,,22/12 FN
2005,CS G526,ADV ALGO & COMPLEXITY,-,-,5,L1N,ABHISHEK MISHRA,,M W F  5,,21/12 AN
2108,CS G527,CLOUD COMPUTING,-,-,5,L1,HARIBABU K,6160,T  9  T Th  1,,14/12 AN
918,CS G553,RECONFIGURABLE COMPUTING,-,-,5,L1N,KARRI BABU RAVI TEJA,,M W F  9,,23/12 AN
782,CS G623,ADVANCED OPERAT SYSTEMS,-,-,5,L1N,AVINASH GAUTAM,,M W F  8,,24/12 AN
445,DE G513,TRIBOLOGY,-,-,5,L1,ARUN KUMAR JALAN,6102,M W F  9,,13/12 AN
436,DE G514,FRACTURE MECHANICS,-,-,5,L1,MURALI PALLA,,M  10  T Th  3,,28/12 AN
362,DE G531,PRODUCT DESIGN,-,-,5,L1,KULDIP SINGH SANGWAN,6159,M  10  T Th  3,,28/12 AN
678,DE G611,DYNAMICS & VIBRATION,-,-,5,L1,"VENKATESH KADBUR PRABHAKARRAO",6101,T Th  4  W  10,,17/12 AN
