(1006, 'P14N', 371),
(1006, 'P14N', 683),
(1006, 'P15N', 444),
(1006, 'P15N', 342),
(1006, 'P15N', 37),
(1006, 'P16N', 145),
(1006, 'P16N', 55),
(1006, 'P16N', 255),
(1006, 'P17N', 354),
(1006, 'P17N', 144),
(1006, 'P17N', 441),
(1006, 'P18N', 702),
(1006, 'P18N', 655),
(1006, 'P18N', 37),
(1006, 'P19N', 339),
(1006, 'P19N', 55),
(1006, 'P19N', 630),
(1006, 'P20N', 705),
(1006, 'P20N', 489),
(1006, 'P20N', 102),
(1006, 'P20N', 55),
(1006, 'P21N', 182),
(1006, 'P21N', 441),
(1006, 'P21N', 576),
(1006, 'P22N', 145),
(1006, 'P22N', 673),
(1006, 'P22N', 126),
(1006, 'P23N', 257),
(1006, 'P23N', 384),
(1006, 'P23N', 96),
(1007, 'L1N', 7),
(1007, 'L1N', 493),
(1007, 'L1N', 425),
(1007, 'L2N', 53),
(1007, 'L2N', 493),
(1007, 'L2N', 425),
(1007, 'T1N', 333),
(1007, 'T2N', 681),
(1007, 'T3N', 702),
(1007, 'T4N', 182),
(1007, 'T5N', 333),
(1007, 'T6N', 426),
(1007, 'T7N', 53),
(1007, 'T8N', 425),
(1007, 'T9N', 182),
(1007, 'T10N', 79),
(1116, 'L1', 413),
(1116, 'T1', 444),
(1117, 'L1', 469),
(1117, 'T1', 493),
(1118, 'L1', 546),
(1118, 'T1', 614),
(1119, 'L1', 542),
(1119, 'T1', 600),
(1654, 'L1', 479),
(1559, 'L1', 253),
(1559, 'T1', 257),
(1560, 'L1', 521),
(1560, 'T1', 522),
(1558, 'L1', 252),
(1558, 'T1', 256),
(1558, 'P1', 256),
(1558, 'P1', 600),
(1558, 'P1', 503),
(1558, 'P1', 681),
(1558, 'P1', 453),
(1558, 'P1', 741),
(1558, 'P1', 235),
(1558, 'P1', 51),
(1558, 'P1', 387),
(1558, 'P1', 373),
(1558, 'P1', 201),
(1558, 'P1', 338),
(1570, 'L1', 135),
(1577, 'L1', 323),
(1583, 'L1', 314),
(1585, 'L1', 406),
(1587, 'L1', 136),
(1669, 'L1', 479),
(1739, 'L1', 479),
(1688, 'L1', 479),
(1755, 'L1', 479),
(1574, 'L1', 521),
(1713, 'L1', 479),
(736, 'L1', 16),
(937, 'L1', 479),
(1008, 'L1B', 12),
(1008, 'L2N', 269),
(1008, 'L2N', 309),
(1008, 'L3N', 71),
(1008, 'L3N', 447),
(1008, 'P1B', 576),
(1008, 'P2N', 395),
(1008, 'P3N', 433),
(1008, 'P4N', 91),
(1008, 'P5N', 47),
(1008, 'P6N', 381),
(1008, 'P7N', 735),
(1008, 'P8N', 735),
(1008, 'P9N', 395),
(1008, 'P10N', 433),
(1008, 'P11N', 91),
(1008, 'P12N', 47),
(1008, 'P13N', 381),
(1092, 'L1', 10),
(1092, 'L1', 71),
(1092, 'P1', 120),
(1092, 'P2', 120),
(1092, 'P3', 226),
(1092, 'P4', 226),
(1092, 'P5', 607),
(1092, 'P6', 607),
(1090, 'L1', 260),
(1090, 'L1', 495),
(1090, 'T1', 269),
(1090, 'T2', 398),
(1090, 'T3', 398),
(1090, 'T4', 508),
(1090, 'T5', 508),
(1093, 'L1', 408),
(1093, 'L2', 572),
(1093, 'T1', 49),
(1093, 'T2', 197),
(1093, 'T3', 431),
(1093, 'T4', 394),
(1093, 'T5', 628),
(1093, 'T6', 583),
(1093, 'T7', 95),
(1093, 'T8', 105),
(1093, 'P1', 579),
(1093, 'P1', 484),
(1093, 'P2', 110),
(1093, 'P2', 434),
(1093, 'P3', 458),
(1093, 'P3', 605),
(1093, 'P4', 155),
(1093, 'P4', 149),
(1093, 'P5', 110),
(1093, 'P5', 93),
(1093, 'P6', 579),
(1093, 'P6', 484),
(1093, 'P7', 458),
(1093, 'P7', 708),
(1091, 'L1', 33),
(1091, 'L1', 676),
(1091, 'T1', 121),
(1091, 'T2', 676),
(1091, 'T3', 272),
(1091, 'T4', 272),
(1091, 'T5', 88),
(1091, 'T6', 88),
(1655, 'L1', 563),
(1316, 'L1', 722),
(1316, 'L1', 65),
(1316, 'T1', 65),
(1316, 'T2', 733),
(1316, 'T3', 692),
(1316, 'T4', 692),
(2266, 'L1', 364),
(2266, 'L2M', 378),
(2266, 'P1', 129),
(2266, 'P2', 129),
(1317, 'L1', 563),
(1317, 'L2', 270),
(1317, 'P1', 259),
(1317, 'P2', 294),
(1317, 'P3', 717),
(1317, 'P4', 259),
(1317, 'P5', 294),
(1317, 'P6', 717),
(1314, 'L1', 730),
(1314, 'L1', 620),
(1314, 'T1', 737),
(1314, 'T2', 737),
(1314, 'T3', 125),
(1314, 'T4', 125),
(1314, 'T5', 620),
(1670, 'L1', 563),
(1740, 'L1', 563),
(1315, 'L1', 261),
(1315, 'T1', 517),
(1315, 'T2', 48),
(1315, 'T3', 48),
(1315, 'T4', 753),
(1315, 'T5', 753),
(1689, 'L1', 563),
(1756, 'L1', 563),
(1333, 'L1', 730),
(1333, 'L2M', 742),
(1322, 'L1N', 409),
(1322, 'P1N', 106),
(1322, 'P2N', 106),
(2440, 'L1', 281),
(2440, 'L1', 752),
(2441, 'L1', 727),
(2441, 'P1', 50),
(2432, 'L1', 286),
(1714, 'L1', 563),
(2450, 'L1', 33),
(2450, 'P1', 636),
(2451, 'L1', 409),
(2004, 'L1N', 729),
(2005, 'L1N', 5),
(2108, 'L1', 238),
(918, 'L1N', 282),
(782, 'L1N', 35),
(445, 'L1', 28),
(436, 'L1', 329),
(362, 'L1', 287),
(678, 'L1', 724),
(625, 'L1N', 548),
(1023, 'L1', 27),
(1023, 'L1', 139),
(1023, 'T1', 107),
(1023, 'T1', 139),
(1120, 'L1', 491),
(1120, 'L2', 285),
(1120, 'L3M', 491),
(1120, 'T1', 491),
(1120, 'T2', 304),
(1121, 'L1', 463),
(1121, 'T1', 486),
(1145, 'L1', 131),
(1145, 'T1', 139),
(1656, 'L1', 27),
(1446, 'L1', 219),
(1446, 'T1', 227),
(1447, 'L1', 27),
(1447, 'L2M', 107),
(1447, 'T1', 107),
(1448, 'L1', 330),
(1448, 'T1', 361),
(1773, 'L1', 463),
(1565, 'L1', 467),
(1565, 'L1', 185),
(1547, 'L1', 543),
(1547, 'L1', 515),
(1547, 'L2M', 601),
(1547, 'L2M', 515),
(1684, 'L1', 27),
(1741, 'L1', 27),
(1690, 'L1', 27),
(1757, 'L1', 27),
(1566, 'L1', 30),
(1552, 'L1', 268),
(1553, 'L1', 545),
(1925, 'L1', 330),
(1875, 'L1', 6),
(1568, 'L1', 219),
(1726, 'L1', 27),
(1009, 'L1B', 242),
(1009, 'L1N', 200),
(1009, 'L2N', 499),
(1009, 'L3N', 43),
(1009, 'T1B', 251),
(1009, 'T1N', 583),
(1009, 'T2N', 246),
(1009, 'T3N', 295),
(1009, 'T4N', 457),
(1009, 'T5N', 153),
(1009, 'T6N', 431),
(1009, 'T7N', 49),
(1009, 'T8N', 754),
(1009, 'T9N', 251),
(1009, 'T10N', 95),
(1077, 'L1', 237),
(1077, 'L2', 118),
(1077, 'T1', 49),
(1077, 'T2', 200),
(1077, 'T3', 245),
(1077, 'T4', 118),
(1077, 'T5', 499),
(1077, 'T6', 251),
(1077, 'P1', 62),
(1077, 'P1', 650),
(1077, 'P2', 430),
(1077, 'P2', 450),
(1077, 'P3', 647),
(1077, 'P3', 302),
(1077, 'P4', 430),
(1077, 'P4', 647),
(1077, 'P5', 62),
(1077, 'P5', 650),
(1077, 'P6', 302),
(1077, 'P6', 450),
(1078, 'L1', 403),
(1078, 'T1', 118),
(1078, 'T2', 691),
(1078, 'T3', 616),
(1078, 'T4', 421),
(1078, 'T5', 95),
(1080, 'L1', 365),
(1080, 'T1', 105),
(1080, 'T2', 294),
(1080, 'T3', 421),
(1080, 'T4', 599),
(1080, 'T5', 578),
(1080, 'T6', 487),
(1079, 'L1', 408),
(1079, 'L2', 572),
(1079, 'T1', 49),
(1079, 'T2', 197),
(1079, 'T3', 431),
(1079, 'T4', 394),
(1079, 'T5', 628),
(1079, 'T6', 583),
(1079, 'T7', 95),
(1079, 'T8', 105),
(1079, 'P1', 579),
(1079, 'P1', 484),
(1079, 'P2', 110),
(1079, 'P2', 434),
(1079, 'P3', 458),
(1079, 'P3', 605),
(1079, 'P4', 155),
(1079, 'P4', 149),
(1079, 'P5', 110),
(1079, 'P5', 93),
(1079, 'P6', 579),
(1079, 'P6', 484),
(1079, 'P7', 458),
(1079, 'P7', 708),
(1889, 'L1', 283),
(1889, 'P1', 295),
(1889, 'P1', 712),
(1657, 'L1', 242),
(1242, 'L1', 570),
(1242, 'T1', 246),
(1242, 'T2', 616),
(1242, 'T3', 691),
(1242, 'P1', 756),
(1242, 'P1', 169),
(1242, 'P2', 443),
(1242, 'P2', 708),
(1242, 'P3', 443),
(1242, 'P3', 708),
(1242, 'P4', 756),
(1242, 'P4', 169),
(1243, 'L1', 22),
(1243, 'L2', 578),
(1243, 'T1', 578),
(1243, 'T2', 394),
(1243, 'T3', 599),
(1243, 'T4', 487),
(1243, 'T5', 294),
(1731, 'L1', 242),
(1742, 'L1', 242),
(1691, 'L1', 242),
(1758, 'L1', 242),
(2288, 'L1', 726),
(1254, 'L1', 138),
(1259, 'L1', 465),
(1256, 'L1', 240),
(1256, 'P1', 169),
(1256, 'P2', 232),
(1257, 'L1', 283),
(1249, 'L1', 531),
(1855, 'L1', 416),
(1855, 'L1', 379),
(1855, 'P1', 117),
(1855, 'P1', 451),
(1716, 'L1', 242),
(324, 'L1N', 320),
(324, 'P1N', 605),
(324, 'P2N', 674),
(2175, 'L1', 176),
(698, 'L1N', 416),
(698, 'P1N', 117),
(698, 'P1N', 451),
(712, 'L1', 718),
(712, 'P1', 370),
(1896, 'L1', 26),
(1897, 'L1', 718),
(707, 'L1N', 529),
(471, 'L1', 14),
(921, 'L1', 726),
(2267, 'L1', 529),
(1658, 'L1', 27),
(1539, 'L1', 467),
(1539, 'L1', 185),
(1539, 'L2M', 491),
(1545, 'L1', 30),
(1545, 'L2M', 111),
(1732, 'L1', 27),
(1743, 'L1', 27),
(1692, 'L1', 27),
(1759, 'L1', 27),
(1942, 'L1', 171),
(1942, 'L2M', 185),
(1717, 'L1', 27),
(1130, 'L1', 723),
(1130, 'L1', 755),
(1131, 'L1', 528),
(1131, 'L1', 518),
(1132, 'L1', 528),
(1132, 'L1', 86),
(1133, 'L1', 568),
(1133, 'L1', 575),
(1134, 'P1', 538),
(1134, 'P1', 743),
(1135, 'L1', 568),
(1135, 'L1', 575),
(1136, 'L1', 535),
(1136, 'L1', 511),
(1136, 'L2', 221),
(1169, 'L1', 566),
(1169, 'L1', 677),
(1170, 'L1', 695),
(1170, 'L1', 721),
(1159, 'L1', 324),
(1159, 'L1', 388),
(1659, 'L1', 177),
(1173, 'L1', 313),
(1173, 'L1', 124),
(1174, 'L1', 289),
(1914, 'L1', 407),
(1914, 'L1', 643),
(1163, 'L1', 728),
(1163, 'P1', 739),
(1137, 'L1', 288),
(1137, 'L1', 228),
(1175, 'L1', 695),
(1175, 'L1', 721),
(1873, 'L1', 215),
(1873, 'L1', 511),
(1733, 'L1', 177),
(1744, 'L1', 177),
(1693, 'L1', 177),
(1760, 'L1', 177),
(1718, 'L1', 177),
(1596, 'L1', 18),
(1596, 'L1', 459),
(1621, 'L1', 239),
(1621, 'L1', 349),
(1627, 'L1', 24),
(1627, 'L1', 740),
(1628, 'L1', 24),
(1628, 'L1', 740),
(2425, 'L1', 728),
(1776, 'L1', 177),
(1777, 'L1', 475),
(1777, 'L1', 59),
(1155, 'L1', 177),
(1155, 'L1', 459),
(1609, 'L1', 475),
(1609, 'L1', 59),
(1597, 'L1', 18),
(1599, 'L1', 726),
(1599, 'L1', 689),
(1623, 'L1', 289),
(1625, 'L1', 239),
(1625, 'L1', 188),
(1626, 'L1', 723),
(1626, 'L1', 68),
(2289, 'L1', 324),
(2289, 'L1', 161),
(1096, 'L1', 237),
(1096, 'L2', 118),
(1096, 'T1', 49),
(1096, 'T2', 200),
(1096, 'T3', 245),
(1096, 'T4', 118),
(1096, 'T5', 499),
(1096, 'T6', 251),
(1096, 'P1', 62),
(1096, 'P1', 650),
(1096, 'P2', 430),
(1096, 'P2', 450),
(1096, 'P3', 302),
(1096, 'P3', 647),
(1096, 'P4', 430),
(1096, 'P4', 647),
(1096, 'P5', 650),
(1096, 'P5', 62),
(1096, 'P6', 450),
(1096, 'P6', 302),
(1097, 'L1', 403),
(1097, 'T1', 118),
(1097, 'T2', 691),
(1097, 'T3', 616),
(1097, 'T4', 421),
(1097, 'T5', 95),
(1099, 'L1', 365),
(1099, 'T1', 105),
(1099, 'T2', 294),
(1099, 'T3', 421),
(1099, 'T4', 599),
(1099, 'T5', 578),
(1099, 'T6', 487),
(1098, 'L1', 408),
(1098, 'L2', 572),
(1098, 'T1', 49),
(1098, 'T2', 197),
(1098, 'T3', 431),
(1098, 'T4', 394),
(1098, 'T5', 628),
(1098, 'T6', 583),
(1098, 'T7', 95),
(1098, 'T8', 105),
(1098, 'P1', 579),
(1098, 'P1', 484),
(1098, 'P2', 110),
(1098, 'P2', 434),
(1098, 'P3', 458),
(1098, 'P3', 605),
(1098, 'P4', 155),
(1098, 'P4', 149),
(1098, 'P5', 110),
(1098, 'P5', 93),
(1098, 'P6', 579),
(1098, 'P6', 484),
(1098, 'P7', 458),
(1098, 'P7', 708),
(1660, 'L1', 242),
(1345, 'L1', 751),
(1345, 'P1', 591),
(1345, 'P1', 678),
(1345, 'P2', 101),
(1345, 'P2', 678),
(1345, 'P3', 591),
(1345, 'P3', 101),
(1346, 'L1', 419),
(1346, 'T1', 754),
(1346, 'T2', 679),
(1346, 'T3', 457),
(1347, 'L1', 22),
(1347, 'L2', 578),
(1347, 'T1', 578),
(1347, 'T2', 394),
(1347, 'T3', 599),
(1347, 'T4', 487),
(1347, 'T5', 294),
(1734, 'L1', 242),
(1745, 'L1', 242),
(1694, 'L1', 242),
(1761, 'L1', 242),
(1719, 'L1', 242),
(1331, 'L1', 238),
(275, 'L1', 560),
(1010, 'L1B', 195),
(1010, 'L2N', 498),
(1010, 'L2N', 119),
(1010, 'L3N', 588),
(1010, 'L3N', 223),
(1010, 'L4N', 700),
(1010, 'L4N', 438),
(1010, 'T1B', 195),
(1010, 'T2N', 716),
(1010, 'T3N', 348),
(1010, 'T4N', 606),
(1010, 'T5N', 670),
(1010, 'T6N', 233),
(1010, 'T7N', 593),
(1010, 'T8N', 657),
(1010, 'T9N', 711),
(1010, 'T10N', 688),
(1010, 'T11N', 438),
(1010, 'T12N', 516),
(1010, 'T13N', 657),
(1010, 'T14N', 67),
(1010, 'T15N', 598),
(1010, 'T16N', 573),
(1010, 'T17N', 626),
(1010, 'T18N', 593),
(1010, 'T19N', 657),
(1010, 'T20N', 249),
(1010, 'T21N', 300),
(1010, 'T22N', 513),
(1010, 'T23N', 589),
(1010, 'T24N', 654),
(1010, 'T25N', 588),
(1022, 'L1', 471),
(1022, 'L1', 652),
(1022, 'L2', 390),
(1022, 'L3', 657),
(1022, 'L4', 162),
(1022, 'L4', 334),
(1022, 'L5', 141),
(1022, 'L5', 123),
(1022, 'L6', 150),
(1022, 'L7', 593),
(1022, 'L8', 277),
(1022, 'L8', 427),
(1022, 'L9', 195),
(1022, 'L9', 84),
(1022, 'L10', 154),
(1022, 'L11', 672),
(1022, 'L12', 305),
(1022, 'CH1', 495),
(1022, 'CH1', 652),
(1022, 'CH2', 390),
(1022, 'CH3', 657),
(1022, 'CH4', 162),
(1022, 'CH4', 334),
(1022, 'CH5', 141),
(1022, 'CH5', 123),
(1022, 'CH6', 150),
(1022, 'CH7', 593),
(1022, 'CH8', 277),
(1022, 'CH8', 427),
(1022, 'CH9', 195),
(1022, 'CH9', 84),
(1022, 'CH10', 154),
(1022, 'CH11', 672),
(1022, 'CH12', 305),
(1122, 'L1', 633),
(1122, 'L2', 158),
(1122, 'L3', 502),
(1122, 'L4M', 633),
(1122, 'T1', 633),
(1122, 'T2', 162),
(1122, 'T3', 502),
(1123, 'L1', 411),
(1123, 'L2', 207),
(1123, 'T1', 438),
(1123, 'T2', 207),
(1124, 'L1', 216),
(1124, 'T1', 223),
(1125, 'L1', 265),
(1125, 'T1', 277),
(1662, 'L1', 175),
(1469, 'L1', 700),
(1469, 'T1', 711),
(1470, 'L1', 132),
(1470, 'T1', 141),
(1471, 'L1', 471),
(1471, 'T1', 495),
(1472, 'L1', 32),
(1473, 'L1', 411),
(1679, 'L1', 175),
(1747, 'L1', 175),
(1696, 'L1', 175),
(1763, 'L1', 175),
(1480, 'L1', 286),
(2273, 'L1', 565),
(2273, 'L2M', 672),
(1330, 'L1', 180),
(1881, 'L1', 20),
(1476, 'L1', 477),
(1476, 'L2M', 502),
(1721, 'L1', 175),
