(1001, 'P1B', 130),
(1001, 'P1B', 391),
(1001, 'P1N', 651),
(1001, 'P2N', 602),
(1001, 'P3N', 604),
(1001, 'P4N', 675),
(1001, 'P5N', 94),
(1001, 'P6N', 52),
(1001, 'P7N', 455),
(1001, 'P8N', 234),
(1001, 'P9N', 675),
(1001, 'P10N', 94),
(1001, 'P11N', 533),
(1001, 'P11N', 604),
(1001, 'P12N', 247),
(1001, 'P13N', 347),
(1001, 'P13N', 187),
(1001, 'P14N', 243),
(1001, 'P15N', 454),
(1001, 'P16N', 651),
(1001, 'P17N', 602),
(1001, 'P18N', 140),
(1001, 'P18N', 307),
(1001, 'P19N', 130),
(1001, 'P20N', 243),
(1001, 'P21N', 454),
(1001, 'P22N', 234),
(1002, 'L1B', 130),
(1002, 'L2N', 468),
(1002, 'L2N', 358),
(1002, 'L2N', 690),
(1002, 'L3N', 492),
(1002, 'L3N', 358),
(1002, 'L3N', 690),
(1002, 'T1B', 130),
(1002, 'T2N', 140),
(1002, 'T3N', 746),
(1002, 'T4N', 114),
(1002, 'T5N', 112),
(1002, 'T6N', 45),
(1002, 'T7N', 397),
(1002, 'T8N', 358),
(1002, 'T8N', 525),
(1002, 'T9N', 435),
(1002, 'T9N', 166),
(1002, 'T10N', 639),
(1002, 'T11N', 514),
(1002, 'T11N', 213),
(1002, 'T12N', 130),
(1002, 'T13N', 580),
(1112, 'L1', 321),
(1112, 'T1', 347),
(1114, 'L1', 410),
(1114, 'L1', 585),
(1114, 'P1', 671),
(1114, 'P1', 308),
(1114, 'P1', 420),
(1114, 'P1', 637),
(1114, 'P2', 204),
(1114, 'P2', 308),
(1114, 'P2', 420),
(1114, 'P2', 581),
(1114, 'P2', 296),
(1113, 'L1', 553),
(1113, 'L1', 140),
(1113, 'T1', 627),
(1113, 'T1', 140),
(1115, 'L1', 404),
(1115, 'T1', 422),
(1430, 'L1', 552),
(1430, 'T1', 624),
(1651, 'L1', 399),
(1427, 'L1', 483),
(1427, 'L1', 113),
(1427, 'T1', 514),
(1428, 'L1', 266),
(1428, 'T1', 278),
(1429, 'L1', 569),
(1429, 'L1', 627),
(1429, 'T1', 690),
(1429, 'T1', 627),
(1431, 'L1', 321),
(1431, 'T1', 347),
(1650, 'L1', 399),
(1736, 'L1', 399),
(1685, 'L1', 399),
(1752, 'L1', 399),
(1433, 'L1', 552),
(1434, 'L1N', 326),
(1434, 'P1N', 358),
(1434, 'P1N', 585),
(1434, 'P1N', 92),
(1434, 'P1N', 687),
(1434, 'P1N', 648),
(1434, 'P1N', 635),
(1436, 'L1', 399),
(1436, 'L1', 422),
(1710, 'L1', 399),
(71, 'L1N', 537),
(71, 'L1N', 347),
(388, 'L1', 537),
(388, 'L1', 680),
(392, 'L1', 31),
(111, 'L1', 468),
(2009, 'L1', 410),
(2009, 'L1', 744),
(2009, 'L1', 352),
(2008, 'L1N', 714),
(2008, 'L1N', 669),
(2008, 'P1N', 352),
(2008, 'P1N', 38),
(2008, 'P1N', 335),
(2008, 'P1N', 303),
(192, 'L1', 564),
(2015, 'L1', 553),
(2015, 'L1', 624),
(151, 'L1N', 731),
(1887, 'L1', 552),
(2016, 'L1', 564),
(1375, 'L1', 714),
(1375, 'L1', 400),
(549, 'L1', 266),
(596, 'L1', 266),
(520, 'L1', 266),
(553, 'L1', 266),
(857, 'L1', 266),
(1003, 'L1B', 544),
(1003, 'L2N', 603),
(1003, 'L3N', 225),
(1003, 'P1B', 359),
(1003, 'P1B', 640),
(1003, 'P2N', 610),
(1003, 'P2N', 224),
(1003, 'P3N', 432),
(1003, 'P3N', 629),
(1003, 'P4N', 619),
(1003, 'P4N', 192),
(1003, 'P5N', 734),
(1003, 'P5N', 745),
(1003, 'P6N', 621),
(1003, 'P6N', 83),
(1003, 'P7N', 359),
(1003, 'P7N', 640),
(1003, 'P8N', 271),
(1003, 'P8N', 165),
(1003, 'P9N', 170),
(1003, 'P9N', 456),
(1004, 'L1B', 156),
(1004, 'L2N', 343),
(1004, 'L3N', 66),
(1004, 'L4N', 36),
(1004, 'T1B', 157),
(1004, 'T2N', 66),
(1004, 'T3N', 104),
(1004, 'T5N', 684),
(1004, 'T6N', 452),
(1004, 'T7N', 157),
(1004, 'T8N', 2),
(1004, 'T10N', 66),
(1004, 'T11N', 332),
(1004, 'T12N', 614),
(1004, 'T14N', 57),
(1004, 'T15N', 646),
(1004, 'T16N', 2),
(1004, 'T17N', 104),
(1004, 'T18N', 332),
(1004, 'T19N', 157),
(1004, 'T20N', 684),
(1004, 'T21N', 681),
(1004, 'T22N', 748),
(1004, 'T23N', 452),
(1005, 'L1B', 160),
(1005, 'L2N', 590),
(1005, 'L3N', 429),
(1005, 'L4N', 306),
(1005, 'L4N', 44),
(1005, 'L4N', 497),
(1005, 'L4N', 686),
(1005, 'L4N', 275),
(1005, 'L4N', 161),
(1005, 'L4N', 380),
(1005, 'L4N', 299),
(1005, 'L4N', 228),
(1005, 'L5N', 198),
(1005, 'L6N', 167),
(1005, 'L7N', 587),
(1858, 'L1N', 536),
(1858, 'T1N', 588),
(1892, 'L1', 566),
(1892, 'L1', 677),
(1861, 'L1', 32),
(1861, 'T1', 119),
(1862, 'L1', 264),
(1862, 'T1', 276),
(1862, 'P1', 617),
(1862, 'P1', 449),
(1862, 'P1', 148),
(1862, 'P2', 617),
(1862, 'P2', 449),
(1862, 'P2', 148),
(1632, 'L1', 331),
(1632, 'L1', 597),
(1632, 'L1', 514),
(1632, 'L1', 143),
(1632, 'L1', 709),
(1334, 'L1', 138),
(1334, 'L1', 679),
(1335, 'L1', 554),
(1336, 'L1', 325),
(1791, 'L1', 567),
(1512, 'L1', 313),
(1512, 'L1', 124),
(1592, 'L1', 418),
(1615, 'L1', 418),
(1248, 'L1', 526),
(1770, 'L1', 724),
(1770, 'L1', 690),
(1593, 'L1', 567),
(1616, 'L1', 567),
(1617, 'L1', 567),
(1619, 'L1', 567),
(2317, 'L1', 367),
(1806, 'L1N', 701),
(2318, 'L1', 540),
(2001, 'L1', 160),
(2001, 'L1', 380),
(2433, 'L1', 35),
(2433, 'L1', 668),
(1796, 'L1', 317),
(1339, 'L1', 364),
(1339, 'L2M', 378),
(1339, 'P1', 665),
(1339, 'P2', 665),
(1379, 'L1', 460),
(1797, 'L1', 545),
(1641, 'L1', 268),
(1852, 'L1', 472),
(1804, 'L1', 478),
(1804, 'L1', 664),
(499, 'L1', 266),
(547, 'L1', 266),
(547, 'L2', 278),
(754, 'L1', 266),
(755, 'L1', 266),
(2003, 'L1', 266),
(9, 'L1', 527),
(559, 'L1', 418),
(575, 'L1', 266),
(2164, 'L1', 266),
(2165, 'L1', 266),
(756, 'L1', 266),
(809, 'L1', 418),
(757, 'L1', 266),
(757, 'L2', 278),
(2167, 'L1', 266),
(1073, 'L1', 178),
(1073, 'T1', 202),
(1073, 'T2', 61),
(1075, 'L1', 555),
(1075, 'T1', 645),
(1075, 'T2', 183),
(1075, 'T2', 428),
(1075, 'P1', 61),
(1075, 'P1', 428),
(1075, 'P2', 183),
(1075, 'P2', 500),
(2279, 'L1', 327),
(2279, 'T1', 359),
(2279, 'T2', 78),
(2279, 'P1', 78),
(2279, 'P1', 341),
(2279, 'P2', 100),
(2279, 'P2', 640),
(2280, 'L1', 544),
(2280, 'T1', 603),
(2280, 'T1', 509),
(2280, 'T2', 656),
(1652, 'L1', 23),
(1196, 'L1', 551),
(1196, 'T1', 623),
(1196, 'T2', 212),
(1196, 'P1', 212),
(1196, 'P1', 519),
(1196, 'P2', 290),
(1196, 'P2', 89),
(1197, 'L1', 481),
(1197, 'T1', 507),
(1197, 'T2', 290),
(2281, 'L1', 21),
(2281, 'T1', 98),
(2281, 'T2', 500),
(2281, 'T2', 90),
(2282, 'L1', 478),
(1215, 'L1', 23),
(1215, 'L1', 664),
(2304, 'L1', 368),
(1667, 'L1', 23),
(1737, 'L1', 23),
(1686, 'L1', 23),
(1753, 'L1', 23),
(1231, 'L1', 474),
(1221, 'L1', 549),
(1228, 'L1', 474),
(1228, 'L1', 63),
(1234, 'L1', 471),
(1711, 'L1', 23),
(433, 'L1N', 478),
(325, 'L1N', 562),
(325, 'L1N', 345),
(950, 'L1N', 9),
(950, 'L1N', 89),
(278, 'L1N', 331),
(304, 'L1N', 539),
(931, 'L1N', 331),
(931, 'L2', 362),
(2024, 'L1', 725),
(880, 'L1N', 318),
(880, 'L1N', 667),
(526, 'L1N', 471),
(2337, 'L1N', 181),
(2339, 'L1N', 725),
(2340, 'L1N', 181),
(2341, 'L1', 725),
(2346, 'L1', 539),
(345, 'L1', 547),
(613, 'L1', 316),
(346, 'L1', 316),
(343, 'L1N', 547),
(326, 'L1N', 555),
(2119, 'L1', 481),
(1069, 'L1', 133),
(1069, 'T1', 663),
(1069, 'T2', 199),
(1072, 'L1', 550),
(1072, 'T1', 597),
(1072, 'T2', 146),
(1071, 'L1', 8),
(1071, 'T1', 54),
(1071, 'T2', 703),
(1070, 'L1', 412),
(1070, 'T1', 81),
(1070, 'T2', 258),
(1653, 'L1', 133),
(1184, 'L1', 561),
(1184, 'T1', 663),
(1184, 'T2', 244),
(1185, 'P1', 412),
(1185, 'P2', 597),
(1186, 'L1', 134),
(1186, 'T1', 143),
(1186, 'T2', 280),
(1187, 'L1', 567),
(1187, 'T1', 46),
(1187, 'T2', 80),
(1187, 'T3', 80),
(1190, 'L1', 412),
(1668, 'L1', 133),
(1738, 'L1', 133),
(1687, 'L1', 133),
(1754, 'L1', 133),
(1206, 'L1', 208),
(1201, 'L1', 558),
(1205, 'L1', 557),
(2178, 'L1', 417),
(2305, 'L1', 558),
(1209, 'L1', 133),
(279, 'L1N', 557),
(2002, 'L1N', 550),
(2152, 'L1N', 236),
(2032, 'L1N', 29),
(1006, 'P1B', 151),
(1006, 'P1B', 442),
(1006, 'P2N', 76),
(1006, 'P2N', 437),
(1006, 'P2N', 342),
(1006, 'P3N', 702),
(1006, 'P3N', 489),
(1006, 'P3N', 576),
(1006, 'P4N', 144),
(1006, 'P4N', 673),
(1006, 'P4N', 440),
(1006, 'P4N', 683),
(1006, 'P5N', 126),
(1006, 'P5N', 371),
(1006, 'P5N', 630),
(1006, 'P6N', 205),
(1006, 'P6N', 384),
(1006, 'P6N', 96),
(1006, 'P6N', 255),
(1006, 'P7N', 413),
(1006, 'P7N', 147),
(1006, 'P7N', 375),
(1006, 'P8N', 333),
(1006, 'P8N', 55),
(1006, 'P8N', 392),
(1006, 'P9N', 426),
(1006, 'P9N', 653),
(1006, 'P9N', 436),
(1006, 'P9N', 372),
(1006, 'P10N', 705),
(1006, 'P10N', 392),
(1006, 'P10N', 653),
(1006, 'P11N', 205),
(1006, 'P11N', 436),
(1006, 'P11N', 655),
(1006, 'P11N', 375),
(1006, 'P12N', 339),
(1006, 'P12N', 442),
(1006, 'P12N', 372),
(1006, 'P12N', 437),
(1006, 'P13N', 440),
(1006, 'P13N', 147),
(1006, 'P13N', 102),
(1006, 'P14N', 384),
